year,state,yield_bu_acre
2010,Iowa,167.0
2010,Iowa,169.0
2010,Iowa,179.0
2011,Iowa,172.0
2011,Iowa,177.0
2011,Iowa,171.0
2011,Iowa,169.0
2011,Iowa,167.0
2012,Iowa,137.0
2012,Iowa,141.0
2012,Iowa,139.0
2012,Iowa,140.0
2012,Iowa,140.0
2013,Iowa,164.0
2013,Iowa,163.0
2013,Iowa,169.0
2013,Iowa,162.0
2014,Iowa,178.0
2014,Iowa,185.0
2014,Iowa,183.0
2014,Iowa,185.0
2014,Iowa,185.0
2015,Iowa,192.0
2015,Iowa,183.0
2015,Iowa,189.0
2015,Iowa,183.0
2015,Iowa,181.0
2016,Iowa,203.0
2016,Iowa,197.0
2016,Iowa,199.0
2016,Iowa,198.0
2016,Iowa,196.0
2017,Iowa,202.0
2017,Iowa,188.0
2017,Iowa,197.0
2017,Iowa,191.0
2017,Iowa,187.0
2018,Iowa,196.0
2018,Iowa,202.0
2018,Iowa,198.0
2018,Iowa,204.0
2018,Iowa,206.0
2019,Iowa,198.0
2019,Iowa,191.0
2019,Iowa,192.0
2019,Iowa,192.0
2019,Iowa,191.0
2020,Iowa,177.0
2020,Iowa,202.0
2020,Iowa,184.0
2020,Iowa,186.0
2020,Iowa,191.0
2021,Iowa,204.0
2021,Iowa,193.0
2021,Iowa,201.0
2021,Iowa,201.0
2021,Iowa,198.0
2022,Iowa,200.0
2022,Iowa,205.0
2022,Iowa,202.0
2022,Iowa,200.0
2022,Iowa,200.0
2023,Iowa,201.0
2023,Iowa,203.0
2023,Iowa,200.0
2023,Iowa,199.0
2023,Iowa,200.0
2024,Iowa,211.0
2024,Iowa,209.0
2024,Iowa,213.0
2024,Iowa,214.0
2024,Iowa,212.0
2025,Iowa,210.0
2025,Iowa,222.0
2025,Iowa,216.0
2025,Iowa,219.0
2000,Kansas,130.0
2000,Kansas,143.0
2000,Kansas,128.0
2000,Kansas,128.0
2000,Kansas,133.0
2001,Kansas,127.0
2001,Kansas,127.0
2001,Kansas,132.0
2001,Kansas,132.0
2001,Kansas,127.0
2002,Kansas,116.0
2002,Kansas,105.0
2002,Kansas,110.0
2002,Kansas,110.0
2002,Kansas,105.0
2003,Kansas,120.0
2003,Kansas,124.0
2003,Kansas,123.0
2003,Kansas,123.0
2003,Kansas,120.0
2004,Kansas,150.0
2004,Kansas,145.0
2004,Kansas,151.0
2004,Kansas,148.0
2004,Kansas,145.0
2005,Kansas,135.0
2005,Kansas,125.0
2005,Kansas,130.0
2005,Kansas,130.0
2005,Kansas,130.0
2006,Kansas,115.0
2006,Kansas,125.0
2006,Kansas,123.0
2006,Kansas,123.0
2006,Kansas,125.0
2007,Kansas,138.0
2007,Kansas,132.0
2007,Kansas,139.0
2007,Kansas,137.0
2007,Kansas,135.0
2008,Kansas,133.0
2008,Kansas,134.0
2008,Kansas,137.0
2008,Kansas,137.0
2008,Kansas,134.0
2009,Kansas,155.0
2009,Kansas,143.0
2009,Kansas,145.0
2009,Kansas,145.0
2009,Kansas,144.0
2010,Kansas,124.0
2010,Kansas,143.0
2010,Kansas,129.0
2010,Kansas,130.0
2010,Kansas,138.0
2011,Kansas,107.0
2011,Kansas,110.0
2011,Kansas,100.0
2011,Kansas,105.0
2011,Kansas,105.0
2012,Kansas,95.0
2012,Kansas,93.0
2012,Kansas,91.0
2012,Kansas,91.0
2012,Kansas,91.0
2013,Kansas,126.0
2013,Kansas,116.0
2013,Kansas,130.0
2013,Kansas,125.0
2014,Kansas,149.0
2014,Kansas,145.0
2014,Kansas,157.0
2014,Kansas,160.0
2014,Kansas,154.0
2015,Kansas,148.0
2015,Kansas,152.0
2015,Kansas,148.0
2015,Kansas,147.0
2015,Kansas,148.0
2016,Kansas,142.0
2016,Kansas,145.0
2016,Kansas,147.0
2016,Kansas,147.0
2016,Kansas,151.0
2017,Kansas,132.0
2017,Kansas,133.0
2017,Kansas,136.0
2017,Kansas,134.0
2017,Kansas,133.0
2018,Kansas,129.0
2018,Kansas,129.0
2018,Kansas,130.0
2018,Kansas,130.0
2018,Kansas,131.0
2019,Kansas,133.0
2019,Kansas,135.0
2019,Kansas,133.0
2019,Kansas,136.0
2019,Kansas,136.0
2020,Kansas,134.0
2020,Kansas,143.0
2020,Kansas,132.0
2020,Kansas,137.0
2020,Kansas,136.0
2021,Kansas,139.0
2021,Kansas,138.0
2021,Kansas,139.0
2021,Kansas,140.0
2021,Kansas,138.0
2022,Kansas,115.0
2022,Kansas,123.0
2022,Kansas,115.0
2022,Kansas,115.0
2022,Kansas,122.0
2023,Kansas,119.0
2023,Kansas,124.0
2023,Kansas,121.0
2023,Kansas,122.0
2023,Kansas,127.0
2024,Kansas,129.0
2024,Kansas,128.0
2024,Kansas,138.0
2024,Kansas,138.0
2024,Kansas,131.0
2025,Kansas,145.0
2025,Kansas,139.0
2025,Kansas,141.0
2025,Kansas,136.0
2000,Kentucky,130.0
2000,Kentucky,115.0
2000,Kentucky,130.0
2000,Kentucky,130.0
2000,Kentucky,127.0
2001,Kentucky,142.0
2001,Kentucky,126.0
2001,Kentucky,140.0
2001,Kentucky,140.0
2001,Kentucky,130.0
2002,Kentucky,104.0
2002,Kentucky,110.0
2002,Kentucky,101.0
2002,Kentucky,101.0
2002,Kentucky,104.0
2003,Kentucky,137.0
2003,Kentucky,130.0
2003,Kentucky,140.0
2003,Kentucky,140.0
2003,Kentucky,136.0
2004,Kentucky,152.0
2004,Kentucky,142.0
2004,Kentucky,150.0
2004,Kentucky,150.0
2004,Kentucky,142.0
2005,Kentucky,132.0
2005,Kentucky,130.0
2005,Kentucky,131.0
2005,Kentucky,127.0
2005,Kentucky,122.0
2006,Kentucky,146.0
2006,Kentucky,150.0
2006,Kentucky,148.0
2006,Kentucky,148.0
2006,Kentucky,152.0
2007,Kentucky,128.0
2007,Kentucky,120.0
2007,Kentucky,129.0
2007,Kentucky,124.0
2007,Kentucky,120.0
2008,Kentucky,136.0
2008,Kentucky,141.0
2008,Kentucky,133.0
2008,Kentucky,133.0
2008,Kentucky,137.0
2009,Kentucky,165.0
2009,Kentucky,150.0
2009,Kentucky,160.0
2009,Kentucky,157.0
2009,Kentucky,155.0
2010,Kentucky,124.0
2010,Kentucky,138.0
2010,Kentucky,128.0
2010,Kentucky,128.0
2010,Kentucky,135.0
2011,Kentucky,139.0
2011,Kentucky,145.0
2011,Kentucky,139.0
2011,Kentucky,139.0
2011,Kentucky,139.0
2012,Kentucky,68.0
2012,Kentucky,65.0
2012,Kentucky,68.0
2012,Kentucky,68.0
2012,Kentucky,70.0
2013,Kentucky,170.0
2013,Kentucky,154.0
2013,Kentucky,173.0
2013,Kentucky,158.0
2014,Kentucky,158.0
2014,Kentucky,138.0
2014,Kentucky,153.0
2014,Kentucky,153.0
2014,Kentucky,148.0
2015,Kentucky,172.0
2015,Kentucky,170.0
2015,Kentucky,175.0
2015,Kentucky,175.0
2015,Kentucky,172.0
2016,Kentucky,159.0
2016,Kentucky,175.0
2016,Kentucky,159.0
2016,Kentucky,162.0
2016,Kentucky,172.0
2017,Kentucky,178.0
2017,Kentucky,171.0
2017,Kentucky,177.0
2017,Kentucky,174.0
2017,Kentucky,171.0
2018,Kentucky,175.0
2018,Kentucky,175.0
2018,Kentucky,179.0
2018,Kentucky,180.0
2018,Kentucky,177.0
2019,Kentucky,169.0
2019,Kentucky,181.0
2019,Kentucky,177.0
2019,Kentucky,178.0
2019,Kentucky,177.0
2020,Kentucky,184.0
2020,Kentucky,181.0
2020,Kentucky,181.0
2020,Kentucky,181.0
2020,Kentucky,181.0
2021,Kentucky,192.0
2021,Kentucky,183.0
2021,Kentucky,189.0
2021,Kentucky,185.0
2021,Kentucky,185.0
2022,Kentucky,156.0
2022,Kentucky,147.0
2022,Kentucky,153.0
2022,Kentucky,149.0
2022,Kentucky,150.0
2023,Kentucky,187.0
2023,Kentucky,186.0
2023,Kentucky,183.0
2023,Kentucky,183.0
2023,Kentucky,186.0
2024,Kentucky,178.0
2024,Kentucky,187.0
2024,Kentucky,180.0
2024,Kentucky,186.0
2024,Kentucky,187.0
2025,Kentucky,167.0
2025,Kentucky,186.0
2025,Kentucky,164.0
2025,Kentucky,175.0
2000,Louisiana,116.0
2000,Louisiana,110.0
2000,Louisiana,108.0
2000,Louisiana,108.0
2000,Louisiana,108.0
2001,Louisiana,148.0
2001,Louisiana,124.0
2001,Louisiana,142.0
2001,Louisiana,142.0
2001,Louisiana,135.0
2002,Louisiana,121.0
2002,Louisiana,122.0
2002,Louisiana,130.0
2002,Louisiana,130.0
2002,Louisiana,130.0
2003,Louisiana,134.0
2003,Louisiana,125.0
2003,Louisiana,135.0
2003,Louisiana,135.0
2003,Louisiana,140.0
2004,Louisiana,135.0
2004,Louisiana,125.0
2004,Louisiana,135.0
2004,Louisiana,135.0
2004,Louisiana,135.0
2005,Louisiana,136.0
2005,Louisiana,125.0
2005,Louisiana,142.0
2005,Louisiana,140.0
2005,Louisiana,140.0
2006,Louisiana,140.0
2006,Louisiana,130.0
2006,Louisiana,135.0
2006,Louisiana,135.0
2006,Louisiana,131.0
2007,Louisiana,163.0
2007,Louisiana,150.0
2007,Louisiana,170.0
2007,Louisiana,170.0
2007,Louisiana,160.0
2008,Louisiana,144.0
2008,Louisiana,155.0
2008,Louisiana,145.0
2008,Louisiana,145.0
2008,Louisiana,150.0
2009,Louisiana,132.0
2009,Louisiana,134.0
2009,Louisiana,130.0
2009,Louisiana,132.0
2009,Louisiana,134.0
2010,Louisiana,140.0
2010,Louisiana,150.0
2010,Louisiana,150.0
2010,Louisiana,150.0
2010,Louisiana,150.0
2011,Louisiana,135.0
2011,Louisiana,130.0
2011,Louisiana,135.0
2011,Louisiana,135.0
2011,Louisiana,130.0
2012,Louisiana,173.0
2012,Louisiana,165.0
2012,Louisiana,170.0
2012,Louisiana,170.0
2012,Louisiana,170.0
2013,Louisiana,173.0
2013,Louisiana,165.0
2013,Louisiana,180.0
2013,Louisiana,175.0
2014,Louisiana,183.0
2014,Louisiana,180.0
2014,Louisiana,180.0
2014,Louisiana,180.0
2014,Louisiana,180.0
2015,Louisiana,171.0
2015,Louisiana,170.0
2015,Louisiana,170.0
2015,Louisiana,170.0
2015,Louisiana,170.0
2016,Louisiana,165.0
2016,Louisiana,178.0
2016,Louisiana,168.0
2016,Louisiana,168.0
2016,Louisiana,174.0
2017,Louisiana,184.0
2017,Louisiana,192.0
2017,Louisiana,183.0
2017,Louisiana,183.0
2017,Louisiana,185.0
2018,Louisiana,173.0
2018,Louisiana,174.0
2018,Louisiana,170.0
2018,Louisiana,170.0
2018,Louisiana,170.0
2019,Louisiana,165.0
2019,Louisiana,181.0
2019,Louisiana,164.0
2019,Louisiana,166.0
2019,Louisiana,166.0
2020,Louisiana,181.0
2020,Louisiana,180.0
2020,Louisiana,184.0
2020,Louisiana,184.0
2020,Louisiana,180.0
2021,Louisiana,183.0
2021,Louisiana,173.0
2021,Louisiana,181.0
2021,Louisiana,181.0
2021,Louisiana,179.0
2022,Louisiana,170.0
2022,Louisiana,175.0
2022,Louisiana,165.0
2022,Louisiana,165.0
2022,Louisiana,165.0
2023,Louisiana,175.0
2023,Louisiana,169.0
2023,Louisiana,175.0
2023,Louisiana,175.0
2023,Louisiana,175.0
2024,Louisiana,185.0
2024,Louisiana,185.0
2024,Louisiana,189.0
2024,Louisiana,189.0
2024,Louisiana,191.0
2025,Louisiana,193.0
2025,Louisiana,180.0
2025,Louisiana,176.0
2025,Louisiana,182.0
2000,Maryland,155.0
2000,Maryland,150.0
2000,Maryland,155.0
2000,Maryland,155.0
2000,Maryland,155.0
2001,Maryland,136.0
2001,Maryland,135.0
2001,Maryland,138.0
2001,Maryland,138.0
2001,Maryland,138.0
2002,Maryland,74.0
2002,Maryland,87.0
2002,Maryland,76.0
2002,Maryland,78.0
2002,Maryland,78.0
2003,Maryland,123.0
2003,Maryland,131.0
2003,Maryland,131.0
2003,Maryland,131.0
2003,Maryland,133.0
2004,Maryland,153.0
2004,Maryland,141.0
2004,Maryland,152.0
2004,Maryland,152.0
2004,Maryland,143.0
2005,Maryland,135.0
2005,Maryland,135.0
2005,Maryland,142.0
2005,Maryland,140.0
2005,Maryland,135.0
2006,Maryland,140.0
2006,Maryland,142.0
2006,Maryland,140.0
2006,Maryland,140.0
2006,Maryland,142.0
2007,Maryland,101.0
2007,Maryland,90.0
2007,Maryland,90.0
2007,Maryland,85.0
2007,Maryland,85.0
2008,Maryland,121.0
2008,Maryland,130.0
2008,Maryland,121.0
2008,Maryland,121.0
2008,Maryland,126.0
2009,Maryland,145.0
2009,Maryland,133.0
2009,Maryland,145.0
2009,Maryland,145.0
2009,Maryland,138.0
2010,Maryland,106.0
2010,Maryland,100.0
2010,Maryland,100.0
2010,Maryland,95.0
2010,Maryland,100.0
2011,Maryland,109.0
2011,Maryland,104.0
2011,Maryland,105.0
2011,Maryland,105.0
2011,Maryland,104.0
2012,Maryland,122.0
2012,Maryland,110.0
2012,Maryland,115.0
2012,Maryland,115.0
2012,Maryland,115.0
2013,Maryland,158.0
2013,Maryland,155.0
2013,Maryland,158.0
2013,Maryland,155.0
2014,Maryland,175.0
2014,Maryland,158.0
2014,Maryland,170.0
2014,Maryland,170.0
2014,Maryland,166.0
2015,Maryland,164.0
2015,Maryland,165.0
2015,Maryland,178.0
2015,Maryland,181.0
2015,Maryland,172.0
2016,Maryland,152.0
2016,Maryland,170.0
2016,Maryland,165.0
2016,Maryland,163.0
2016,Maryland,170.0
2017,Maryland,172.0
2017,Maryland,160.0
2017,Maryland,174.0
2017,Maryland,166.0
2017,Maryland,164.0
2018,Maryland,146.0
2018,Maryland,168.0
2018,Maryland,152.0
2018,Maryland,162.0
2018,Maryland,175.0
2019,Maryland,161.0
2019,Maryland,170.0
2019,Maryland,163.0
2019,Maryland,167.0
2019,Maryland,165.0
2020,Maryland,155.0
2020,Maryland,160.0
2020,Maryland,153.0
2020,Maryland,155.0
2020,Maryland,163.0
2021,Maryland,175.0
2021,Maryland,164.0
2021,Maryland,172.0
2021,Maryland,166.0
2021,Maryland,162.0
2022,Maryland,165.0
2022,Maryland,172.0
2022,Maryland,170.0
2022,Maryland,174.0
2022,Maryland,172.0
2023,Maryland,165.0
2023,Maryland,158.0
2023,Maryland,171.0
2023,Maryland,158.0
2023,Maryland,160.0
2024,Maryland,143.0
2024,Maryland,137.0
2024,Maryland,130.0
2024,Maryland,133.0
2024,Maryland,137.0
2025,Maryland,171.0
2025,Maryland,173.0
2025,Maryland,167.0
2025,Maryland,170.0
2000,Michigan,124.0
2000,Michigan,128.0
2000,Michigan,124.0
2000,Michigan,128.0
2000,Michigan,131.0
2001,Michigan,105.0
2001,Michigan,111.0
2001,Michigan,96.0
2001,Michigan,92.0
2001,Michigan,92.0
2002,Michigan,117.0
2002,Michigan,107.0
2002,Michigan,117.0
2002,Michigan,112.0
2002,Michigan,115.0
2003,Michigan,128.0
2003,Michigan,130.0
2003,Michigan,129.0
2003,Michigan,129.0
2003,Michigan,129.0
2004,Michigan,134.0
2004,Michigan,124.0
2004,Michigan,132.0
2004,Michigan,127.0
2004,Michigan,122.0
2005,Michigan,143.0
2005,Michigan,135.0
2005,Michigan,141.0
2005,Michigan,139.0
2005,Michigan,137.0
2006,Michigan,147.0
2006,Michigan,147.0
2006,Michigan,149.0
2006,Michigan,149.0
2006,Michigan,151.0
2007,Michigan,123.0
2007,Michigan,111.0
2007,Michigan,117.0
2007,Michigan,117.0
2007,Michigan,113.0
2008,Michigan,138.0
2008,Michigan,148.0
2008,Michigan,137.0
2008,Michigan,140.0
2008,Michigan,140.0
2009,Michigan,148.0
2009,Michigan,140.0
2009,Michigan,142.0
2009,Michigan,144.0
2009,Michigan,146.0
2010,Michigan,149.0
2010,Michigan,156.0
2010,Michigan,156.0
2010,Michigan,156.0
2010,Michigan,154.0
2011,Michigan,153.0
2011,Michigan,142.0
2011,Michigan,148.0
2011,Michigan,148.0
2011,Michigan,148.0
2012,Michigan,132.0
2012,Michigan,114.0
2012,Michigan,120.0
2012,Michigan,118.0
2012,Michigan,114.0
2013,Michigan,155.0
2013,Michigan,158.0
2013,Michigan,156.0
2013,Michigan,158.0
2014,Michigan,161.0
2014,Michigan,161.0
2014,Michigan,166.0
2014,Michigan,167.0
2014,Michigan,162.0
2015,Michigan,162.0
2015,Michigan,165.0
2015,Michigan,167.0
2015,Michigan,167.0
2015,Michigan,164.0
2016,Michigan,157.0
2016,Michigan,152.0
2016,Michigan,155.0
2016,Michigan,155.0
2016,Michigan,157.0
2017,Michigan,159.0
2017,Michigan,170.0
2017,Michigan,167.0
2017,Michigan,168.0
2017,Michigan,169.0
2018,Michigan,152.0
2018,Michigan,158.0
2018,Michigan,166.0
2018,Michigan,163.0
2018,Michigan,165.0
2019,Michigan,147.0
2019,Michigan,155.0
2019,Michigan,151.0
2019,Michigan,155.0
2019,Michigan,148.0
2020,Michigan,153.0
2020,Michigan,168.0
2020,Michigan,160.0
2020,Michigan,167.0
2020,Michigan,162.0
2021,Michigan,174.0
2021,Michigan,169.0
2021,Michigan,175.0
2021,Michigan,171.0
2021,Michigan,174.0
2022,Michigan,168.0
2022,Michigan,170.0
2022,Michigan,164.0
2022,Michigan,166.0
2022,Michigan,168.0
2023,Michigan,168.0
2023,Michigan,170.0
2023,Michigan,171.0
2023,Michigan,170.0
2023,Michigan,173.0
2024,Michigan,181.0
2024,Michigan,177.0
2024,Michigan,179.0
2024,Michigan,179.0
2024,Michigan,182.0
2025,Michigan,178.0
2025,Michigan,180.0
2025,Michigan,178.0
2025,Michigan,180.0
2000,Minnesota,145.0
2000,Minnesota,154.0
2000,Minnesota,148.0
2000,Minnesota,152.0
2000,Minnesota,156.0
2001,Minnesota,130.0
2001,Minnesota,131.0
2001,Minnesota,130.0
2001,Minnesota,129.0
2001,Minnesota,128.0
2002,Minnesota,157.0
2002,Minnesota,140.0
2002,Minnesota,156.0
2002,Minnesota,152.0
2002,Minnesota,145.0
2003,Minnesota,146.0
2003,Minnesota,156.0
2003,Minnesota,143.0
2003,Minnesota,143.0
2003,Minnesota,151.0
2004,Minnesota,159.0
2004,Minnesota,151.0
2004,Minnesota,157.0
2004,Minnesota,155.0
2004,Minnesota,147.0
2005,Minnesota,174.0
2005,Minnesota,155.0
2005,Minnesota,171.0
2005,Minnesota,160.0
2005,Minnesota,157.0
2006,Minnesota,161.0
2006,Minnesota,160.0
2006,Minnesota,166.0
2006,Minnesota,166.0
2006,Minnesota,164.0
2007,Minnesota,146.0
2007,Minnesota,156.0
2007,Minnesota,151.0
2007,Minnesota,156.0
2007,Minnesota,158.0
2008,Minnesota,162.0
2008,Minnesota,165.0
2008,Minnesota,168.0
2008,Minnesota,167.0
2008,Minnesota,163.0
2009,Minnesota,174.0
2009,Minnesota,167.0
2009,Minnesota,172.0
2009,Minnesota,170.0
2009,Minnesota,167.0
2010,Minnesota,177.0
2010,Minnesota,178.0
2010,Minnesota,175.0
2010,Minnesota,175.0
2010,Minnesota,177.0
2011,Minnesota,155.0
2011,Minnesota,166.0
2011,Minnesota,160.0
2011,Minnesota,165.0
2011,Minnesota,165.0
2012,Minnesota,165.0
2012,Minnesota,155.0
2012,Minnesota,168.0
2012,Minnesota,168.0
2012,Minnesota,156.0
2013,Minnesota,159.0
2013,Minnesota,166.0
2013,Minnesota,164.0
2013,Minnesota,166.0
2014,Minnesota,156.0
2014,Minnesota,168.0
2014,Minnesota,165.0
2014,Minnesota,170.0
2014,Minnesota,170.0
2015,Minnesota,188.0
2015,Minnesota,184.0
2015,Minnesota,187.0
2015,Minnesota,184.0
2015,Minnesota,183.0
2016,Minnesota,193.0
2016,Minnesota,184.0
2016,Minnesota,190.0
2016,Minnesota,186.0
2016,Minnesota,184.0
2017,Minnesota,194.0
2017,Minnesota,183.0
2017,Minnesota,190.0
2017,Minnesota,184.0
2017,Minnesota,182.0
2018,Minnesota,182.0
2018,Minnesota,191.0
2018,Minnesota,184.0
2018,Minnesota,191.0
2018,Minnesota,191.0
2019,Minnesota,174.0
2019,Minnesota,173.0
2019,Minnesota,170.0
2019,Minnesota,173.0
2019,Minnesota,171.0
2020,Minnesota,191.0
2020,Minnesota,197.0
2020,Minnesota,202.0
2020,Minnesota,202.0
2020,Minnesota,200.0
2021,Minnesota,177.0
2021,Minnesota,166.0
2021,Minnesota,186.0
2021,Minnesota,178.0
2021,Minnesota,174.0
2022,Minnesota,195.0
2022,Minnesota,193.0
2022,Minnesota,191.0
2022,Minnesota,190.0
2022,Minnesota,190.0
2023,Minnesota,185.0
2023,Minnesota,183.0
2023,Minnesota,181.0
2023,Minnesota,179.0
2023,Minnesota,180.0
2024,Minnesota,174.0
2024,Minnesota,185.0
2024,Minnesota,183.0
2024,Minnesota,183.0
2024,Minnesota,183.0
2025,Minnesota,201.0
2025,Minnesota,202.0
2025,Minnesota,193.0
2025,Minnesota,199.0
2000,Mississippi,100.0
2000,Mississippi,103.0
2000,Mississippi,104.0
2000,Mississippi,104.0
2000,Mississippi,103.0
2001,Mississippi,130.0
2001,Mississippi,120.0
2001,Mississippi,130.0
2001,Mississippi,130.0
2001,Mississippi,128.0
2002,Mississippi,120.0
2002,Mississippi,125.0
2002,Mississippi,127.0
2002,Mississippi,125.0
2002,Mississippi,125.0
2003,Mississippi,133.0
2003,Mississippi,130.0
2003,Mississippi,130.0
2003,Mississippi,130.0
2003,Mississippi,130.0
2004,Mississippi,133.0
2004,Mississippi,140.0
2004,Mississippi,136.0
2004,Mississippi,136.0
2004,Mississippi,136.0
2005,Mississippi,126.0
2005,Mississippi,135.0
2005,Mississippi,133.0
2005,Mississippi,133.0
2005,Mississippi,135.0
2006,Mississippi,107.0
2006,Mississippi,100.0
2006,Mississippi,105.0
2006,Mississippi,100.0
2006,Mississippi,100.0
2007,Mississippi,148.0
2007,Mississippi,125.0
2007,Mississippi,135.0
2007,Mississippi,130.0
2007,Mississippi,130.0
2008,Mississippi,140.0
2008,Mississippi,140.0
2008,Mississippi,143.0
2008,Mississippi,143.0
2008,Mississippi,140.0
2009,Mississippi,128.0
2009,Mississippi,135.0
2009,Mississippi,125.0
2009,Mississippi,130.0
2009,Mississippi,137.0
2010,Mississippi,136.0
2010,Mississippi,140.0
2010,Mississippi,134.0
2010,Mississippi,134.0
2010,Mississippi,134.0
2011,Mississippi,128.0
2011,Mississippi,116.0
2011,Mississippi,118.0
2011,Mississippi,118.0
2011,Mississippi,114.0
2012,Mississippi,165.0
2012,Mississippi,147.0
2012,Mississippi,156.0
2012,Mississippi,156.0
2012,Mississippi,150.0
2013,Mississippi,176.0
2013,Mississippi,165.0
2013,Mississippi,180.0
2013,Mississippi,170.0
2014,Mississippi,185.0
2014,Mississippi,178.0
2014,Mississippi,186.0
2014,Mississippi,184.0
2014,Mississippi,180.0
2015,Mississippi,175.0
2015,Mississippi,184.0
2015,Mississippi,185.0
2015,Mississippi,185.0
2015,Mississippi,184.0
2016,Mississippi,166.0
2016,Mississippi,172.0
2016,Mississippi,163.0
2016,Mississippi,167.0
2016,Mississippi,172.0
2017,Mississippi,189.0
2017,Mississippi,185.0
2017,Mississippi,188.0
2017,Mississippi,188.0
2017,Mississippi,185.0
2018,Mississippi,185.0
2018,Mississippi,185.0
2018,Mississippi,188.0
2018,Mississippi,188.0
2018,Mississippi,185.0
2019,Mississippi,174.0
2019,Mississippi,176.0
2019,Mississippi,174.0
2019,Mississippi,174.0
2019,Mississippi,176.0
2020,Mississippi,180.0
2020,Mississippi,180.0
2020,Mississippi,181.0
2020,Mississippi,181.0
2020,Mississippi,180.0
2021,Mississippi,181.0
2021,Mississippi,182.0
2021,Mississippi,185.0
2021,Mississippi,186.0
2021,Mississippi,187.0
2022,Mississippi,165.0
2022,Mississippi,178.0
2022,Mississippi,167.0
2022,Mississippi,167.0
2022,Mississippi,172.0
2023,Mississippi,181.0
2023,Mississippi,179.0
2023,Mississippi,182.0
2023,Mississippi,182.0
2023,Mississippi,182.0
2024,Mississippi,186.0
2024,Mississippi,186.0
2024,Mississippi,187.0
2024,Mississippi,187.0
2024,Mississippi,190.0
2025,Mississippi,180.0
2025,Mississippi,186.0
2025,Mississippi,177.0
2025,Mississippi,179.0
2000,Missouri,143.0
2000,Missouri,139.0
2000,Missouri,145.0
2000,Missouri,144.0
2000,Missouri,139.0
2001,Missouri,133.0
2001,Missouri,132.0
2001,Missouri,136.0
2001,Missouri,136.0
2001,Missouri,136.0
2002,Missouri,105.0
2002,Missouri,104.0
2002,Missouri,100.0
2002,Missouri,102.0
2002,Missouri,102.0
2003,Missouri,108.0
2003,Missouri,110.0
2003,Missouri,109.0
2003,Missouri,109.0
2003,Missouri,101.0
2004,Missouri,162.0
2004,Missouri,144.0
2004,Missouri,159.0
2004,Missouri,156.0
2004,Missouri,144.0
2005,Missouri,111.0
2005,Missouri,99.0
2005,Missouri,108.0
2005,Missouri,105.0
2005,Missouri,103.0
2006,Missouri,138.0
2006,Missouri,136.0
2006,Missouri,142.0
2006,Missouri,142.0
2006,Missouri,142.0
2007,Missouri,140.0
2007,Missouri,137.0
2007,Missouri,140.0
2007,Missouri,140.0
2007,Missouri,140.0
2008,Missouri,144.0
2008,Missouri,146.0
2008,Missouri,140.0
2008,Missouri,140.0
2008,Missouri,142.0
2009,Missouri,153.0
2009,Missouri,146.0
2009,Missouri,151.0
2009,Missouri,151.0
2009,Missouri,151.0
2010,Missouri,123.0
2010,Missouri,150.0
2010,Missouri,127.0
2010,Missouri,134.0
2010,Missouri,143.0
2011,Missouri,114.0
2011,Missouri,126.0
2011,Missouri,115.0
2011,Missouri,115.0
2011,Missouri,120.0
2012,Missouri,75.0
2012,Missouri,75.0
2012,Missouri,75.0
2012,Missouri,75.0
2012,Missouri,75.0
2013,Missouri,136.0
2013,Missouri,130.0
2013,Missouri,133.0
2013,Missouri,125.0
2014,Missouri,186.0
2014,Missouri,160.0
2014,Missouri,181.0
2014,Missouri,180.0
2014,Missouri,169.0
2015,Missouri,142.0
2015,Missouri,150.0
2015,Missouri,145.0
2015,Missouri,149.0
2015,Missouri,150.0
2016,Missouri,163.0
2016,Missouri,166.0
2016,Missouri,165.0
2016,Missouri,165.0
2016,Missouri,165.0
2017,Missouri,170.0
2017,Missouri,162.0
2017,Missouri,175.0
2017,Missouri,172.0
2017,Missouri,164.0
2018,Missouri,140.0
2018,Missouri,131.0
2018,Missouri,145.0
2018,Missouri,142.0
2018,Missouri,138.0
2019,Missouri,155.0
2019,Missouri,160.0
2019,Missouri,155.0
2019,Missouri,155.0
2019,Missouri,160.0
2020,Missouri,170.0
2020,Missouri,175.0
2020,Missouri,167.0
2020,Missouri,169.0
2020,Missouri,169.0
2021,Missouri,159.0
2021,Missouri,171.0
2021,Missouri,160.0
2021,Missouri,164.0
2021,Missouri,169.0
2022,Missouri,161.0
2022,Missouri,153.0
2022,Missouri,154.0
2022,Missouri,151.0
2022,Missouri,149.0
2023,Missouri,153.0
2023,Missouri,143.0
2023,Missouri,147.0
2023,Missouri,141.0
2023,Missouri,145.0
2024,Missouri,183.0
2024,Missouri,181.0
2024,Missouri,182.0
2024,Missouri,185.0
2024,Missouri,181.0
2025,Missouri,185.0
2025,Missouri,191.0
2025,Missouri,178.0
2025,Missouri,184.0
2000,Montana,140.0
2001,Montana,148.0
2002,Montana,140.0
2003,Montana,140.0
2004,Montana,143.0
2005,Montana,148.0
2006,Montana,146.0
2007,Montana,140.0
2008,Montana,122.0
2009,Montana,152.0
2010,Montana,135.0
2011,Montana,127.0
2012,Montana,104.0
2013,Montana,115.0
2014,Montana,100.0
2015,Montana,110.0
2016,Montana,100.0
2017,Montana,70.0
2018,Montana,85.0
2019,Montana,95.0
2020,Montana,109.0
2021,Montana,100.0
2022,Montana,112.0
2023,Montana,129.0
2024,Montana,85.0
